Gene	FDR
ENSG00000133639	3.68E-05
ENSG00000197712	0.00017636060059
ENSG00000284967	0.005378936325207
ENSG00000079459	0.005378936325207
ENSG00000156273	0.000123219129603
ENSG00000089775	0.000166117978626
ENSG00000144655	0.000241279422348
ENSG00000281089	0.000214088192793
ENSG00000085978	0.000214088192793
ENSG00000158373	1.87E-05
ENSG00000104327	0.000182024588953
ENSG00000053747	0.004891046920254
ENSG00000273859	0.000264765077894
ENSG00000099849	0.000264765077894
ENSG00000104897	0.012254389795252
ENSG00000144057	0.000363250212959
ENSG00000185650	0.000127624945585
ENSG00000284126	0.002952232129633
ENSG00000198742	0.002952232129633
ENSG00000058668	2.4E-05
ENSG00000251369	0.003269788664871
ENSG00000164096	0.000173001604199
ENSG00000205426	7.17E-05
ENSG00000180089	0.00806430367419
ENSG00000159479	9.34E-05
ENSG00000095752	0.011441556035533
ENSG00000131069	8.73E-05
ENSG00000248098	0.000165379794444
ENSG00000184863	0.003127981642961
ENSG00000133812	0.016031187911836
ENSG00000169213	0.000464834250474
ENSG00000173166	0.000102110752554
ENSG00000137504	0.000437590488304
ENSG00000103145	0.001047376372137
ENSG00000163788	1.28E-05
ENSG00000107159	0.004279913279257
ENSG00000152377	0.000115934658491
ENSG00000114120	0.000133788452293
ENSG00000178177	0.000722057809782
ENSG00000117143	1.61E-05
ENSG00000129116	0.033549868185613
ENSG00000070540	3.49E-05
ENSG00000159216	0.022441854817054
ENSG00000111711	3.49E-05
ENSG00000166510	0.006621432269744
ENSG00000096968	0.000587710052142
ENSG00000134851	0.002344133852696
ENSG00000131626	0.011243496130541
ENSG00000160951	0.00164908948339
ENSG00000100906	0.000163592290799
ENSG00000115738	0.040335169803261
ENSG00000113657	0.000360677193118
ENSG00000221869	0.004843639663049
ENSG00000173894	0.017092894346676
ENSG00000112033	0.018179598011365
ENSG00000105810	0.004100527799648
ENSG00000141524	0.001178713711905
ENSG00000148634	0.025765599075884
ENSG00000147454	0.000572259451197
ENSG00000112739	0.000351913718186
ENSG00000184557	0.000284639920027
ENSG00000104327	4.45E-05
ENSG00000127481	0.000115934658491
ENSG00000100714	0.000708240549357
ENSG00000142156	0.000796719618394
ENSG00000179454	8.48E-05
ENSG00000124151	0.000238695928237
ENSG00000103257	0.002088294272986
ENSG00000139842	0.00868283424147
ENSG00000198380	0.000329796520798
ENSG00000130733	0.000175342674398
ENSG00000163661	0.007786029993817
ENSG00000157741	0.000539782057193
ENSG00000128272	0.000272389120935
ENSG00000080802	0.00102879611897
ENSG00000079385	0.046123866221081
ENSG00000154229	0.000457322893693
ENSG00000101782	0.006134220526362
ENSG00000132470	0.006503851537346
ENSG00000115419	0.001520727202076
ENSG00000068028	0.00018789325288
ENSG00000120833	0.004088884439355
ENSG00000013374	0.00221057695104
ENSG00000173575	0.000370849609951
ENSG00000057663	0.0001668871786
ENSG00000074410	6.83E-05
ENSG00000153487	5.56E-05
ENSG00000138594	0.000341099974587
ENSG00000169174	0.000484313680888
ENSG00000110395	0.013079970791722
ENSG00000160310	0.000485544933033
ENSG00000108100	0.000142850004599
ENSG00000125733	2.4E-05
ENSG00000138386	0.004037652646725
ENSG00000158555	0.00483961441221
ENSG00000136770	0.010040449549571
ENSG00000105497	0.001970673356433
ENSG00000173575	1.49E-05
ENSG00000213185	0.00449377950437
ENSG00000173821	0.002235583324802
ENSG00000157741	4.68E-05
ENSG00000070495	0.001782060674749
ENSG00000139793	0.015992248184546
ENSG00000134851	0.000183680184391
ENSG00000198355	4.57E-05
ENSG00000158161	0.025983171915077
ENSG00000175073	0.000386941948741
ENSG00000035403	0.007007966132589
ENSG00000173442	0.000701971279247
ENSG00000099246	0.030788879220441
ENSG00000137203	0.00244717288832
ENSG00000066248	0.000744253582087
ENSG00000136244	0.047944174343722
ENSG00000175602	0.001278991611817
ENSG00000127561	0.008808802344812
ENSG00000067057	0.000394577894642
ENSG00000138061	6.91E-05
ENSG00000135924	0.00583269004663
ENSG00000111276	0.000110443697191
ENSG00000205189	0.001346869016519
ENSG00000118985	0.000725825361361
ENSG00000159216	0.01743373968873
ENSG00000135926	0.000881855365131
ENSG00000154678	0.001038477661225
ENSG00000143507	0.000990815912026
ENSG00000083844	0.000942662508612
ENSG00000055130	0.026391968687427
ENSG00000078747	6.29E-05
ENSG00000167766	0.000418194794162
ENSG00000132952	0.000242596269892
ENSG00000114796	0.005811830833302
ENSG00000178607	0.006961465286559
ENSG00000196586	0.004304277157188
ENSG00000181788	0.000203433324414
ENSG00000138386	0.000182492529934
ENSG00000127526	0.000334975947037
ENSG00000273859	0.000819262069785
ENSG00000099849	0.000819262069785
ENSG00000278191	0.000418583488607
ENSG00000110619	0.000418583488607
ENSG00000127526	0.000872845297991
ENSG00000127863	0.017369326823387
ENSG00000114857	0.024129468372858
ENSG00000138594	1.99E-05
ENSG00000125875	4.26E-05
ENSG00000117407	0.019416029855852
ENSG00000033867	0.00079369046479
ENSG00000019549	0.000147838183817
ENSG00000198417	0.009940980905211
ENSG00000144747	0.000172980463015
ENSG00000186951	0.000558769287654
ENSG00000151694	7.84E-05
ENSG00000149925	4.72E-05
ENSG00000124151	0.000211968157418
ENSG00000169439	0.020622547711949
ENSG00000008083	0.000335168450278
ENSG00000163848	0.000210775957041
ENSG00000147454	0.001372644267167
ENSG00000135111	0.007886764677412
ENSG00000175265	0.000472819223761
ENSG00000110075	0.00151196357296
ENSG00000102034	0.000744434733822
ENSG00000116016	0.022505956564481
ENSG00000058063	0.000217682036482
ENSG00000187239	0.004213275804197
ENSG00000157227	0.000725825361361
ENSG00000163659	0.000210463057206
ENSG00000124102	0.000403045473219
ENSG00000100242	0.000270041513829
ENSG00000078747	3.99E-05
ENSG00000068971	3.96E-05
ENSG00000134330	0.000253937638538
ENSG00000198833	0.000240698602274
ENSG00000275199	0.0063029164002
ENSG00000117020	0.0063029164002
ENSG00000159479	7.79E-05
ENSG00000126368	0.001942360856603
ENSG00000131051	0.000183680184391
ENSG00000109787	0.000144849143332
ENSG00000180182	0.008373017857724
ENSG00000182472	0.009449031978672
ENSG00000273707	0.000180842799648
ENSG00000129757	0.000180842799648
ENSG00000171488	0.000104312822586
ENSG00000073737	0.040475350719785
ENSG00000112769	0.035382816517987
ENSG00000065485	1.87E-05
ENSG00000083444	0.000117716336982
ENSG00000112679	0.000212359938315
ENSG00000053747	0.014913036011079
ENSG00000167657	0.014992921979114
ENSG00000068305	0.007629108244868
ENSG00000058063	0.020056990632834
ENSG00000133138	0.002499716984285
ENSG00000162923	0.00015123128156
ENSG00000101782	2.08E-05
ENSG00000154370	0.022151706413322
ENSG00000093167	8.41E-05
ENSG00000109762	0.027586121251799
ENSG00000083520	0.00287453979706
ENSG00000118495	0.00055161809854
ENSG00000170322	0.000483074415487
ENSG00000166289	0.013527605253481
ENSG00000151640	0.004003844732713
ENSG00000050405	7.75E-05
ENSG00000067082	0.00130557524983
ENSG00000151694	0.000139058587438
ENSG00000155313	0.002806763937813
ENSG00000186918	0.019379146637599
ENSG00000070444	0.000416418018831
ENSG00000117407	0.004137420478604
ENSG00000142871	9.25E-05
ENSG00000186951	0.047236273196246
ENSG00000136709	0.000735058907538
ENSG00000066697	3.15E-05
ENSG00000156232	0.005759792991116
ENSG00000166886	0.003802128302279
ENSG00000174307	6.91E-05
ENSG00000091542	1.61E-05
ENSG00000066697	0.000432675805772
ENSG00000166012	0.001636678185868
ENSG00000175505	0.002280369213792
ENSG00000100852	0.000272440972374
ENSG00000158769	0.001386721005581
ENSG00000146648	0.004639084552391
ENSG00000186951	0.001853886467542
ENSG00000171223	0.000211865627228
ENSG00000092203	0.00362103359338
ENSG00000157514	0.007146264012254
ENSG00000142733	0.008779348425141
ENSG00000113615	0.000547632137059
ENSG00000142552	0.000227223531706
ENSG00000074935	0.000334975947037
ENSG00000133138	0.000279542030554
ENSG00000067992	0.005761658873827
ENSG00000116731	0.045069153212536
ENSG00000124788	0.000215138710547
ENSG00000173442	0.000297885333861
ENSG00000127914	0.006114800283049
ENSG00000103145	0.001015247594286
ENSG00000011422	0.000218818626273
ENSG00000139926	9.33E-05
ENSG00000152661	0.000109909563195
ENSG00000274636	0.000429798535489
ENSG00000126603	0.000429798535489
ENSG00000185950	0.000430394822678
ENSG00000198799	0.005463657572228
ENSG00000172432	0.002200403597648
ENSG00000121940	0.000150656683073
ENSG00000052344	0.002576171933737
ENSG00000113083	0.005986118830364
ENSG00000050405	0.000171707727196
ENSG00000113070	0.000538970931327
ENSG00000106080	0.001646397931771
ENSG00000169093	0.000166024024638
ENSG00000149925	6.67E-05
ENSG00000116191	0.000165416593378
ENSG00000178038	0.005128760648125
ENSG00000164136	0.016913412303402
ENSG00000116717	2.29E-05
ENSG00000089177	0.017176586342483
ENSG00000174136	0.002897107278684
ENSG00000178381	0.000174775798308
ENSG00000185215	0.001476063631744
ENSG00000147454	0.001278197026327
ENSG00000133985	0.01577426118961
ENSG00000131981	0.028089414558408
ENSG00000138756	0.004296390843249
ENSG00000116701	0.005206083708013
ENSG00000129226	0.009892233560396
ENSG00000180263	0.000112076265413
ENSG00000149948	0.000663845604562
ENSG00000174482	0.007043510420749
ENSG00000070540	1.71E-05
ENSG00000166598	0.005148845475072
ENSG00000081277	0.000234686781943
ENSG00000134851	0.000125356572785
ENSG00000266028	0.00197204982518
ENSG00000140521	0.001057587553003
ENSG00000114023	5.24E-05
ENSG00000120833	0.006625512802829
ENSG00000085063	0.019097964261276
ENSG00000284969	0.019097964261276
ENSG00000162604	0.030217549799228
ENSG00000288401	0.000399019906436
ENSG00000085733	0.000399019906436
ENSG00000113070	0.000622568464182
ENSG00000127334	0.005923278392965
ENSG00000127526	0.000523200945493
ENSG00000076641	0.000283451064451
ENSG00000165494	0.000204094592348
ENSG00000081181	0.014540402853579
ENSG00000181704	0.000429798535489
ENSG00000102780	0.002518324530975
ENSG00000073712	1.35E-05
ENSG00000065911	0.00082456203218
ENSG00000168214	0.040188913127987
ENSG00000136770	2.29E-05
ENSG00000151553	0.000226093492782
ENSG00000119522	0.000126372818197
ENSG00000096433	0.000539782057193
ENSG00000079257	0.000135518729964
ENSG00000242247	3.75E-05
ENSG00000159216	0.017525474015664
ENSG00000116678	0.024365096210134
ENSG00000064042	0.000858833983424
ENSG00000066422	0.018863084144915
ENSG00000183421	0.013273928829649
ENSG00000176014	0.000590791372027
ENSG00000164096	0.002860344362568
ENSG00000197530	0.001333757928296
ENSG00000155760	0.009738233969853
ENSG00000258102	2.36E-05
ENSG00000071282	0.004756489557389
ENSG00000120868	0.039750954840861
ENSG00000076554	0.000163133093012
ENSG00000122565	0.002842516429566
ENSG00000172007	0.003933251712563
ENSG00000112531	0.00495111605286
ENSG00000117475	0.010540603416932
ENSG00000117000	0.000355610758331
ENSG00000138772	9.9E-05
ENSG00000107341	0.000532714118325
ENSG00000146648	0.010964469683003
ENSG00000116191	0.000800676711808
ENSG00000197121	0.018167693090266
ENSG00000138061	0.000360677193118
ENSG00000167110	0.00561376976753
ENSG00000167460	9E-05
ENSG00000146278	0.000943683310168
ENSG00000118985	0.000296704511662
ENSG00000134369	0.00037555808154
ENSG00000143774	0.006708534848352
ENSG00000173575	0.000590868697665
ENSG00000164741	0.015884976651279
ENSG00000149948	0.000344608474888
ENSG00000117616	0.002432566901482
ENSG00000010244	0.011975435999096
ENSG00000125347	0.001376853173921
ENSG00000081026	0.015011654982986
ENSG00000139926	2.4E-05
ENSG00000198586	0.033483227464149
ENSG00000160570	0.001052295511261
ENSG00000276458	0.022220472519065
ENSG00000274305	0.022220472519065
ENSG00000276681	0.022220472519065
ENSG00000167615	0.022220472519065
ENSG00000073712	0.000224803713199
ENSG00000114023	3.33E-05
ENSG00000138061	7.24E-05
ENSG00000124102	0.000224071114482
ENSG00000179454	0.001494681890976
ENSG00000263160	0.003813693723854
ENSG00000142188	0.003813693723854
ENSG00000047849	0.003042866038064
ENSG00000124151	0.00047983770864
ENSG00000144426	0.038679259591096
ENSG00000164548	0.022318713824981
ENSG00000172059	0.031449432346749
ENSG00000164244	1.35E-05
ENSG00000165195	6.08E-05
ENSG00000115009	0.000990047411366
ENSG00000169764	0.004375297305188
ENSG00000163660	3.49E-05
ENSG00000101782	7.51E-05
ENSG00000187840	0.000791606061521
ENSG00000122566	0.000617354052055
ENSG00000175793	0.000122059528092
ENSG00000081154	0.046667017567866
ENSG00000033867	7.4E-05
ENSG00000186187	0.000225641550104
ENSG00000251493	0.000142805453928
ENSG00000184465	0.000444075056655
ENSG00000163814	9.86E-05
ENSG00000160201	0.00170145620554
ENSG00000186187	0.000301824443853
ENSG00000092969	0.002321901103946
ENSG00000143878	0.001989698663837
ENSG00000090615	0.001061708154543
ENSG00000119714	0.035445006745924
ENSG00000171097	0.002222181719846
ENSG00000112096	0.000494737644377
ENSG00000100934	2.23E-05
ENSG00000205683	0.015162640717739
ENSG00000143479	0.00834155426202
ENSG00000152518	0.001296401482634
ENSG00000136770	1.85E-05
ENSG00000139323	0.000202985358506
ENSG00000067082	0.000311750110962
ENSG00000185658	0.011169627127762
ENSG00000103995	0.000255518867905
ENSG00000280962	2.6E-05
ENSG00000111266	2.6E-05
ENSG00000167460	0.001341789534124
ENSG00000184916	0.007476063569523
ENSG00000168003	0.000559202942058
ENSG00000197063	3.41E-05
ENSG00000116016	6.85E-05
ENSG00000095203	0.000640535446862
ENSG00000105835	0.006705056787861
ENSG00000102554	0.000464075934009
ENSG00000169715	0.00071828626315
ENSG00000111711	2.03E-05
ENSG00000164307	0.000289247886637
ENSG00000102554	0.000471105395425
ENSG00000285182	0.000568910487528
ENSG00000109920	0.000568910487528
ENSG00000156381	0.000441457794001
ENSG00000185499	9.76E-05
ENSG00000102144	0.010183661730035
ENSG00000196776	0.004802767456385
ENSG00000153487	0.0004399542349
ENSG00000168679	0.033773888424154
ENSG00000147454	0.001161195567565
ENSG00000139323	0.00081848780783
ENSG00000072364	0.005388617528721
ENSG00000188177	0.010419860305598
ENSG00000071073	0.010665763176223
ENSG00000130158	0.000968572208805
ENSG00000196083	0.001979161821477
ENSG00000130158	0.001587134657302
ENSG00000165819	0.009971411961844
ENSG00000081019	0.000256744311255
ENSG00000142453	0.001333757928296
ENSG00000006652	6.88E-06
ENSG00000288640	6.88E-06
ENSG00000107816	0.003017343875671
ENSG00000185658	0.012516755212912
ENSG00000124788	0.02227847932243
ENSG00000169635	0.002359865664844
ENSG00000102786	0.000172267873583
ENSG00000044090	0.043223071231143
ENSG00000150401	0.008308537909832
ENSG00000108946	0.003567363309201
ENSG00000169635	0.010177935067145
ENSG00000156011	0.000845969267359
ENSG00000054598	0.003192824287213
ENSG00000167110	0.006675431993102
ENSG00000125148	0.000369047384936
ENSG00000134278	0.000197501166122
ENSG00000221978	0.008690376175169
ENSG00000063660	0.001465097191343
ENSG00000169093	0.000481817260523
ENSG00000115966	0.000429798535489
ENSG00000251369	0.000418659996797
ENSG00000162591	0.000164986558924
ENSG00000198380	0.000195526048231
ENSG00000187243	0.00108678980966
ENSG00000152518	0.005558794456706
ENSG00000137821	0.000307809892061
ENSG00000102034	9.49E-05
ENSG00000171604	0.000197486618485
ENSG00000130956	0.000881302746253
ENSG00000284967	6.85E-05
ENSG00000079459	6.85E-05
ENSG00000112531	0.003098192978305
ENSG00000105281	0.000665937446548
ENSG00000122420	0.00168239023791
ENSG00000092871	0.00082456203218
ENSG00000182700	0.000376266520336
ENSG00000134278	0.000520971829512
ENSG00000171763	0.013702560945912
ENSG00000101236	0.000267101476017
ENSG00000187243	0.001968089665622
ENSG00000198961	0.000532141968988
ENSG00000115339	2.98E-05
ENSG00000273707	0.002815943456278
ENSG00000129757	0.002815943456278
ENSG00000114554	0.002180036097161
ENSG00000172939	0.000101491442582
ENSG00000157227	0.003026643171693
ENSG00000121390	0.000965639240712
ENSG00000113161	0.000484249153328
ENSG00000097033	0.000846057742833
ENSG00000034677	0.007409648434721
ENSG00000187231	0.00019405674988
ENSG00000102172	0.000122095922597
ENSG00000167106	0.000429142623124
ENSG00000125826	0.003290896205239
ENSG00000167110	0.000629785756395
ENSG00000136153	0.02563948628251
ENSG00000125144	0.002370997148287
ENSG00000124813	0.000289960170034
ENSG00000134954	0.013143062323217
ENSG00000137642	0.01092720939371
ENSG00000168743	0.000288452616394
ENSG00000116560	0.008847834252735
ENSG00000144228	1.87E-05
ENSG00000148090	0.002683215707589
ENSG00000100614	6.91E-05
ENSG00000152518	0.000979809396017
ENSG00000130164	0.000417317602391
ENSG00000163435	0.005190776479349
ENSG00000140455	0.000255518867905
ENSG00000118495	0.005989031568742
ENSG00000164713	0.005960274892556
ENSG00000221955	0.049388441289252
ENSG00000144642	0.003221483185096
ENSG00000164548	0.009602222404017
ENSG00000101654	0.000117636993258
ENSG00000225697	0.011732650045456
ENSG00000148516	0.011058385366164
ENSG00000204514	0.030986849594789
ENSG00000155903	0.007479003128257
ENSG00000138674	8.16E-05
ENSG00000196275	3.71E-05
ENSG00000288478	2.91E-05
ENSG00000170113	2.91E-05
ENSG00000160271	0.000725543417537
ENSG00000204120	0.001598659725875
ENSG00000169826	0.000428613576121
ENSG00000117298	0.001278431518705
ENSG00000167110	0.000472819223761
ENSG00000275199	0.022488134975735
ENSG00000117020	0.022488134975735
ENSG00000114023	5.89E-05
ENSG00000114480	2.91E-05
ENSG00000275746	0.001057771414774
ENSG00000169926	0.001057771414774
ENSG00000134198	0.008615008027279
ENSG00000119787	0.007929937877579
ENSG00000282019	0.000130175626911
ENSG00000105220	0.000130175626911
ENSG00000124151	0.00031819158699
ENSG00000244752	5.58E-05
ENSG00000114120	0.000462605210415
ENSG00000002586	5.24E-05
ENSG00000180263	0.001031247646304
ENSG00000186635	0.014225041986726
ENSG00000115756	6.99E-05
ENSG00000038382	0.000389476698808
ENSG00000122420	0.000123170150114
ENSG00000196923	0.000313996013921
ENSG00000183691	0.017024712129176
ENSG00000137819	0.002073819004227
ENSG00000076554	5.57E-05
ENSG00000074410	0.000365804344622
ENSG00000123240	0.000335293416529
ENSG00000138674	0.000139150669865
ENSG00000012983	0.000217368830512
ENSG00000171604	0.00079512635436
ENSG00000135046	0.000174868166884
ENSG00000169155	0.015992248184546
ENSG00000135766	0.000575832276529
ENSG00000267796	0.000472819223761
ENSG00000111530	0.030445465205602
ENSG00000198959	0.001730675704173
ENSG00000102100	0.000644751330019
ENSG00000151148	0.00033453879999
ENSG00000163697	0.004336372204928
ENSG00000134954	0.001433984158835
ENSG00000091527	0.000457022702176
ENSG00000276358	0.015188803261863
ENSG00000277111	0.015188803261863
ENSG00000225190	0.015188803261863
ENSG00000158195	0.000837469998209
ENSG00000165891	0.000375784438528
ENSG00000166886	0.007725559734942
ENSG00000115657	0.002596242751358
ENSG00000109083	2.57E-05
ENSG00000079385	0.03981817850576
ENSG00000116584	0.001296401482634
ENSG00000047849	0.003855327940867
ENSG00000169213	0.017176586342483
ENSG00000164975	0.00126277313967
ENSG00000151789	0.030170585085547
ENSG00000106799	0.000676206833755
ENSG00000011422	5.97E-05
ENSG00000105048	0.00018789325288
ENSG00000081019	0.000101491442582
ENSG00000177606	0.015754221007425
ENSG00000136152	0.00017684450644
ENSG00000198911	0.000492717229466
ENSG00000173894	0.001247245632569
ENSG00000197756	0.003934125111305
ENSG00000164161	0.006750735036637
ENSG00000029153	0.000215526109726
ENSG00000120254	0.010237665564812
ENSG00000182827	3.02E-05
ENSG00000003436	0.002106010319006
ENSG00000198380	0.00015181023868
ENSG00000003436	0.000457876562628
ENSG00000197122	0.006939641868925
ENSG00000148516	0.000154656150782
ENSG00000182923	5.56E-05
ENSG00000235307	0.000106325422345
ENSG00000234704	0.000106325422345
ENSG00000230678	0.000106325422345
ENSG00000236227	0.000106325422345
ENSG00000234507	0.000106325422345
ENSG00000215077	0.000106325422345
ENSG00000204256	0.000106325422345
ENSG00000137504	0.000106168614429
ENSG00000153558	0.000244779120627
ENSG00000143878	0.001511790476998
ENSG00000130164	0.000725825361361
ENSG00000108821	0.000806405218794
ENSG00000115414	0.045401562199047
ENSG00000114857	0.00217349997866
ENSG00000078043	0.001048584642219
ENSG00000116260	0.002738037678015
ENSG00000102144	0.00029415280396
ENSG00000182827	0.000377792109884
ENSG00000075420	9.91E-05
ENSG00000175906	0.001747577752895
ENSG00000074855	0.002409497549168
ENSG00000182197	0.000104113631025
ENSG00000125875	0.00059790663507
ENSG00000122707	0.010383024980809
ENSG00000146858	0.001167683890472
ENSG00000273814	0.000823243643668
ENSG00000197822	0.000823243643668
ENSG00000078747	0.000550834323243
ENSG00000221914	0.005032432836231
ENSG00000082701	0.000494924387826
ENSG00000140941	5.89E-05
ENSG00000105137	0.002806499155776
ENSG00000187720	0.00046030873868
ENSG00000262473	0.02385823662935
ENSG00000159131	0.02385823662935
ENSG00000135766	9.89E-05
ENSG00000171604	0.004244828734783
ENSG00000109452	0.000313702027027
ENSG00000137203	9.52E-05
ENSG00000130522	0.006698899332781
ENSG00000113240	0.004409149344468
ENSG00000276709	0.000111910833533
ENSG00000275498	0.000111910833533
ENSG00000179889	0.000111910833533
ENSG00000144857	0.034240074828244
ENSG00000120742	0.000694773509055
ENSG00000133030	0.00198021124101
ENSG00000067064	0.000310305646031
ENSG00000112200	0.000179786316963
ENSG00000107796	0.001587134657302
ENSG00000161542	0.018614019415324
ENSG00000275272	0.007858736369952
ENSG00000083896	0.007858736369952
ENSG00000172071	0.000209836499832
ENSG00000166889	0.001361865530365
ENSG00000100116	0.004330658074444
ENSG00000181982	0.029288626019637
ENSG00000112033	0.012046209186407
ENSG00000113712	0.000586474785123
ENSG00000155760	0.012678492003106
ENSG00000164983	4.9E-05
ENSG00000147421	0.000335293416529
ENSG00000139793	0.002217524213603
ENSG00000132432	1.35E-05
ENSG00000172262	0.049309360783473
ENSG00000100614	0.001993215588882
ENSG00000278191	0.000754051759767
ENSG00000110619	0.000754051759767
ENSG00000285241	0.000988430634486
ENSG00000100889	0.000988430634486
ENSG00000138032	0.002322101028215
ENSG00000008083	8.11E-05
ENSG00000172818	0.038650292042582
ENSG00000146648	0.001306927067918
ENSG00000265972	5.67E-05
ENSG00000280873	0.002983615961452
ENSG00000077044	0.002983615961452
ENSG00000111700	0.000344608474888
ENSG00000142871	6.24E-05
ENSG00000101901	0.001419530016152
ENSG00000104388	0.00662066193024
ENSG00000120948	0.01580521667397
ENSG00000119986	0.001430425706594
ENSG00000143622	0.001829247187011
ENSG00000140526	0.000520971829512
ENSG00000112096	0.00082456203218
ENSG00000120686	0.000864331743131
ENSG00000128591	0.012204886490442
ENSG00000105339	0.001333757928296
ENSG00000068438	5.72E-05
ENSG00000196923	0.000830193998073
ENSG00000141279	9.43E-05
ENSG00000196470	6.29E-05
ENSG00000235030	8.05E-05
ENSG00000237155	8.05E-05
ENSG00000230128	8.05E-05
ENSG00000227231	8.05E-05
ENSG00000206478	8.05E-05
ENSG00000137331	8.05E-05
ENSG00000243927	4.02E-05
ENSG00000206493	0.00082186313118
ENSG00000225201	0.00082186313118
ENSG00000236632	0.00082186313118
ENSG00000230254	0.00082186313118
ENSG00000229252	0.00082186313118
ENSG00000233904	0.00082186313118
ENSG00000204592	0.00082186313118
ENSG00000101901	0.010759056338394
ENSG00000135930	0.008503772366855
ENSG00000164244	0.000376511503833
ENSG00000180596	0.005755581143433
ENSG00000274290	0.005755581143433
ENSG00000277224	0.005755581143433
ENSG00000273802	0.005755581143433
ENSG00000278588	0.005755581143433
ENSG00000105329	0.001296401482634
ENSG00000197696	0.011196046078247
ENSG00000179119	0.009304917687615
ENSG00000091542	5.56E-05
ENSG00000101236	0.00015046535349
ENSG00000142046	0.018303530627376
ENSG00000172432	0.000133788452293
ENSG00000066629	0.000218624829193
ENSG00000129116	0.000521596173309
ENSG00000166025	0.000587595052616
ENSG00000022267	0.000846047513057
ENSG00000196586	0.002205705157678
ENSG00000184575	0.000300403393013
ENSG00000162613	3.78E-05
ENSG00000131626	0.002140313983764
ENSG00000118260	0.000154197340333
ENSG00000131503	0.006230791123305
ENSG00000120334	0.00058245477947
ENSG00000284126	0.000190460947565
ENSG00000198742	0.000190460947565
ENSG00000101294	0.008205306456938
ENSG00000099246	0.005199715576617
ENSG00000128595	0.000217368830512
ENSG00000205336	0.035711006851152
ENSG00000107968	0.015542549033532
ENSG00000099194	0.001187491663003
ENSG00000003402	0.010748933156188
ENSG00000114120	0.000262277136086
ENSG00000087086	7.56E-05
ENSG00000231321	0.000997671135372
ENSG00000235712	0.000997671135372
ENSG00000228333	0.000997671135372
ENSG00000227322	0.000997671135372
ENSG00000206289	0.000997671135372
ENSG00000204231	0.000997671135372
ENSG00000175265	0.032876723626723
ENSG00000116604	0.001653890853034
ENSG00000172795	0.002269098889772
ENSG00000128805	0.030978611901731
ENSG00000138798	0.03346141287096
ENSG00000113282	0.007578994725964
ENSG00000122257	0.041045272934196
ENSG00000048052	0.00135054829521
ENSG00000108821	0.005487412657989
ENSG00000151779	0.001011337826252
ENSG00000114626	0.000865206688598
ENSG00000103404	0.000794634685542
ENSG00000158290	0.00027641203188
ENSG00000177951	0.002133544381498
ENSG00000186767	0.000513993863466
ENSG00000139514	0.046767652932312
ENSG00000117305	0.000501011597445
ENSG00000110047	0.000203433324414
ENSG00000196924	0.002155755884439
ENSG00000120334	0.000369238797392
ENSG00000162923	0.001014432741497
ENSG00000117533	0.00066959854828
ENSG00000162298	0.003371958919661
ENSG00000011566	0.000286369994731
ENSG00000166949	0.005914332641158
ENSG00000072163	0.012149768330289
ENSG00000066044	0.04661304070656
ENSG00000102804	0.00015181023868
ENSG00000141644	0.000284618093488
ENSG00000122034	0.00299696895022
ENSG00000163660	0.000146900518568
ENSG00000116584	0.020956280418462
ENSG00000214357	0.020271973728041
ENSG00000110888	0.000347679345262
ENSG00000163867	0.001044940181514
ENSG00000169439	0.001415752148108
ENSG00000243927	0.006924226993268
ENSG00000141458	4.58E-05
ENSG00000129116	0.000217682036482
ENSG00000156675	0.004083015704439
ENSG00000100558	0.000777316864121
ENSG00000185246	0.000209356924952
ENSG00000172716	0.005502676174695
ENSG00000144228	0.000379772509374
ENSG00000196586	0.000291605046279
ENSG00000185624	0.000146082002334
ENSG00000136158	0.000405059567082
ENSG00000141959	0.000338283182906
ENSG00000077150	0.000238997086877
ENSG00000101752	0.000141314584865
ENSG00000130829	0.041770047238282
ENSG00000013375	0.000445555772112
ENSG00000143850	0.0234874478079
ENSG00000005073	0.002106230618895
ENSG00000078401	0.001556446742339
ENSG00000188177	0.002223718870788
ENSG00000197632	0.004153216956654
ENSG00000162616	0.001076023041888
ENSG00000197119	0.004144431482576
ENSG00000265972	5.11E-05
ENSG00000151715	0.000987503085865
ENSG00000143786	0.000875420885023
ENSG00000096968	0.00173338485356
ENSG00000148180	0.027933426902647
ENSG00000198695	0.014369128744535
ENSG00000014919	0.007861342950848
ENSG00000138061	0.001264440119448
ENSG00000114354	0.003325505638382
ENSG00000175874	0.00983332836286
ENSG00000005073	0.001197656476248
ENSG00000169282	0.046480893137911
ENSG00000131037	0.002304233757103
ENSG00000130956	0.001949882865645
ENSG00000288335	0.013488505294853
ENSG00000233608	0.013488505294853
ENSG00000265972	0.000217493276708
ENSG00000087303	0.001048777370826
ENSG00000131435	0.033048610924388
ENSG00000086548	0.009774060643894
ENSG00000156675	0.003195579706166
ENSG00000110047	0.000687380452896
ENSG00000147454	0.017567815948498
ENSG00000196787	0.004287437753147
ENSG00000196747	0.004287437753147
ENSG00000275221	0.004287437753147
ENSG00000276903	0.004287437753147
ENSG00000278677	0.004287437753147
ENSG00000108474	0.005480718169837
ENSG00000131389	6.73E-05
ENSG00000122592	0.004875797691972
ENSG00000128039	0.000195505216907
ENSG00000147155	0.029752522621693
ENSG00000174136	0.000492693082455
ENSG00000106615	0.025655969224438
